budget,id,original_language,original_title,popularity,release_date,revenue,runtime,vote_average,vote_count
0,77953,en,The Campaign,16.460356,09/08/2012,104907746,85,5.6,578
90000000,18,en,The Fifth Element,109.528572,07/05/1997,263920180,126,7.3,3885
100000000,37786,en,Sex and the City 2,18.325897,26/05/2010,288347692,146,5.4,426
95000000,10501,en,The Road to El Dorado,37.054554,31/03/2000,76432727,89,7,858
95000000,57800,en,Ice Age: Continental Drift,65.229868,26/06/2012,877244782,88,6.2,2672
95000000,150689,en,Cinderella,101.187052,12/03/2015,543514353,105,6.7,2374
65000000,7980,en,The Lovely Bones,29.257137,26/12/2009,93525586,136,6.6,1065
94000000,12,en,Finding Nemo,85.688789,30/05/2003,940335536,100,7.6,6122
94000000,122,en,The Lord of the Rings: The Return of the King,123.630332,01/12/2003,1118888979,201,8.1,8064
79000000,121,en,The Lord of the Rings: The Two Towers,106.914973,18/12/2002,926287400,179,8,7487
95000000,68737,en,Seventh Son,63.628459,12/12/2014,114178613,102,5.2,957
115000000,1995,en,Lara Croft: Tomb Raider,41.498631,11/06/2001,274703340,100,5.7,2192
100000000,157353,en,Transcendence,58.991388,16/04/2014,103039258,119,5.9,2295
93000000,331,en,Jurassic Park III,1.859364,18/07/2001,368780809,92,5.7,2077
93000000,61791,en,Rise of the Planet of the Apes,138.433168,03/08/2011,482860185,105,7,4347
90000000,8204,en,The Spiderwick Chronicles,21.436682,14/02/2008,162839667,95,6.3,572
92000000,47964,en,A Good Day to Die Hard,65.402595,06/02/2013,304654182,98,5.2,3493
145000000,10733,en,The Alamo,10.660441,07/04/2004,25819961,137,5.8,106
92000000,9806,en,The Incredibles,77.817571,05/11/2004,631442092,115,7.4,5152
98000000,1408,en,Cutthroat Island,7.029308,22/12/1995,10017322,119,5.7,136
95000000,32657,en,Percy Jackson & the Olympians: The Lightning Thief,61.121717,01/02/2010,226497209,118,6,2010
90000000,607,en,Men in Black,104.121555,02/07/1997,589390539,98,6.9,4412
90000000,863,en,Toy Story 2,73.575118,30/10/1999,497366869,92,7.3,3806
100000000,44048,en,Unstoppable,37.698465,04/11/2010,167805466,98,6.3,1165
90000000,5175,en,Rush Hour 2,35.814765,03/08/2001,347325802,90,6.4,1054
100000000,2655,en,What Lies Beneath,15.835672,21/07/2000,155464351,130,6.3,488
100000000,22794,en,Cloudy with a Chance of Meatballs,46.781182,17/09/2009,242988466,90,6.5,1747
90000000,8355,en,Ice Age: Dawn of the Dinosaurs,69.457898,29/06/2009,886686817,94,6.5,2271
90000000,116745,en,The Secret Life of Walter Mitty,43.348022,18/12/2013,188133322,114,7,3144
92000000,4327,en,Charlie's Angels,40.20395,02/11/2000,264105545,98,5.6,1232
90000000,1422,en,The Departed,63.429157,05/10/2006,289847354,151,7.9,4339
90000000,10674,en,Mulan,67.427755,18/06/1998,304320254,88,7.6,2008
92000000,7446,en,Tropic Thunder,43.192048,09/08/2008,188072649,107,6.5,1667
90000000,65754,en,The Girl with the Dragon Tattoo,47.651083,14/12/2011,232617430,158,7.2,2434
90000000,1572,en,Die Hard: With a Vengeance,51.881077,19/05/1995,366101666,128,6.9,2066
90000000,10528,en,Sherlock Holmes,57.834787,23/12/2009,524028679,128,7,5766
100000000,271969,en,Ben-Hur,29.608322,17/08/2016,94061311,125,5.3,621
120000000,10865,en,Atlantis: The Lost Empire,51.548589,02/06/2001,186053725,95,6.7,1224
0,258509,en,Alvin and the Chipmunks: The Road Chip,27.867368,17/12/2015,233755553,92,5.8,428
75000000,2253,en,Valkyrie,38.832842,25/12/2008,200276000,121,6.7,1173
90000000,10661,en,You Don't Mess with the Zohan,40.597344,05/06/2008,201596308,113,5.5,1048
88000000,257344,en,Pixels,140.849495,16/07/2015,243637091,105,5.6,2513
100000000,644,en,A.I. Artificial Intelligence,34.035114,29/06/2001,235926552,146,6.8,1974
90000000,10756,en,The Haunted Mansion,16.302378,25/11/2003,182290266,99,5.2,466
90000000,686,en,Contact,55.249434,11/07/1997,171120329,150,7.2,1308
95000000,9383,en,Hollow Man,28.200874,04/08/2000,190213455,112,5.6,634
80000000,179,en,The Interpreter,18.69984,08/04/2005,162944923,128,6.2,392
90000000,76285,en,Percy Jackson: Sea of Monsters,40.262261,07/08/2013,174578751,106,5.9,1648
95000000,1996,en,Lara Croft Tomb Raider: The Cradle of Life,56.811056,21/07/2003,156505388,117,5.5,1418
90000000,291805,en,Now You See Me 2,51.535701,02/06/2016,334901337,129,6.7,3235
68000000,10003,en,The Saint,20.913852,03/04/1997,118063304,116,5.9,302
92000000,1535,en,Spy Game,27.166757,18/11/2001,143049560,126,6.8,579
90000000,2067,en,Mission to Mars,16.058284,10/03/2000,60874615,114,5.7,369
90000000,46195,en,Rio,46.200042,03/04/2011,484635760,96,6.5,2166
100000000,2277,en,Bicentennial Man,24.939295,17/12/1999,93700000,131,6.9,963
90000000,10357,en,Volcano,19.836124,25/04/1997,0,104,5.2,376
90000000,4477,en,The Devil's Own,15.350451,12/03/1997,140807547,107,5.9,290
100000000,8665,en,K-19: The Widowmaker,15.625949,19/07/2002,35168966,138,6.1,264
20000000,9387,en,Conan the Barbarian,31.802807,02/04/1982,79114085,129,6.6,650
88000000,921,en,Cinderella Man,24.100863,02/06/2005,108539911,144,7.3,616
90000000,49852,en,The Nutcracker: The Untold Story,3.593349,24/11/2010,16178959,110,5.4,50
87000000,4464,en,Seabiscuit,14.824166,22/07/2003,148336445,141,6.7,216
92000000,664,en,Twister,32.079995,10/05/1996,494471524,113,6.1,950
90000000,8358,en,Cast Away,57.739713,22/12/2000,429632142,143,7.5,3218
100000000,9836,en,Happy Feet,37.272385,16/11/2006,384335608,108,5.9,1410
75000000,2502,en,The Bourne Supremacy,53.213931,23/07/2004,288500217,108,7.2,2825
85000000,9772,en,Air Force One,36.38795,25/07/1997,315156409,124,6.2,840
85000000,161,en,Ocean's Eleven,60.929352,07/12/2001,450717150,116,7.2,3783
75000000,52451,en,The Three Musketeers,36.605246,31/08/2011,132274484,110,5.6,924
85000000,76492,en,Hotel Transylvania,56.257411,20/09/2012,358375603,91,6.8,2566
85000000,4523,en,Enchanted,29.21998,20/11/2007,340487652,107,6.6,1449
85000000,59961,en,Safe House,34.773106,09/02/2012,208076205,115,6.3,1345
85000000,10481,en,102 Dalmatians,9.895061,07/10/2000,183611771,100,5.1,313
75000000,59108,en,Tower Heist,36.743324,02/11/2011,152930623,104,5.8,932
85000000,1581,en,The Holiday,44.967453,08/12/2006,194168700,136,6.7,1225
90000000,9798,en,Enemy of the State,41.207568,20/11/1998,250649836,132,6.7,1240
85000000,22897,en,It's Complicated,16.479851,23/12/2009,219103655,121,6.2,360
85000000,298,en,Ocean's Thirteen,42.069993,07/06/2007,311312624,122,6.5,1999
85000000,7484,en,Open Season,26.61951,29/09/2006,197309027,83,6.1,656
85000000,157350,en,Divergent,80.316463,14/03/2014,288747895,139,6.9,4663
68000000,853,en,Enemy at the Gates,41.273567,13/03/2001,96976270,131,7.2,999
85000000,10159,en,The Rundown,24.107835,26/09/2003,80916492,104,6.4,514
85000000,9593,en,Last Action Hero,32.044191,18/06/1993,137298489,130,6.1,712
85000000,1904,en,Memoirs of a Geisha,16.595874,06/12/2005,162242962,145,7.3,652
85000000,9615,en,The Fast and the Furious: Tokyo Drift,8.282876,03/06/2006,158468292,104,6.1,1705
0,51052,en,Arthur Christmas,19.83683,22/02/2011,0,97,6.7,333
90000000,297,en,Meet Joe Black,36.069611,12/11/1998,142940100,178,6.9,1147
85000000,9884,en,Collateral Damage,18.827753,06/02/2002,78382433,108,5.5,427
0,16858,en,All That Jazz,5.159407,20/12/1979,37823676,123,7.3,85
85000000,62764,en,Mirror Mirror,48.126297,15/03/2012,183018522,106,5.5,1114
60000000,22538,en,Scott Pilgrim vs. the World,38.885195,27/07/2010,47664559,112,7.2,2126
60000000,9341,en,The Core,29.211255,28/03/2003,74208267,136,5.4,516
84000000,12107,en,Nutty Professor II: The Klumps,17.783361,27/07/2000,123307945,106,4.7,332
84000000,9637,en,Scooby-Doo,31.435539,14/06/2002,275650703,88,5.4,820
50000000,49049,en,Dredd,57.673932,07/09/2012,41037742,95,6.6,1940
82500000,9339,en,Click,41.176631,22/06/2006,237681299,107,6,2104
8000000,16281,en,Creepshow,13.661289,12/11/1982,21028755,120,6.7,226
85000000,39691,en,Cats & Dogs 2 : The Revenge of Kitty Galore,11.77398,30/07/2010,112483764,82,4.9,119
85000000,8247,en,Jumper,21.218,10/02/2008,222231186,88,5.9,1799
85000000,11253,en,Hellboy II: The Golden Army,58.57976,11/07/2008,160388063,120,6.5,1527
65000000,1949,en,Zodiac,51.970905,02/03/2007,84785914,157,7.3,2023
82000000,8452,en,The 6th Day,18.447479,17/11/2000,96085477,123,5.7,595
80000000,310,en,Bruce Almighty,109.684788,23/05/2003,484572835,101,6.4,3012
80000000,27578,en,The Expendables,77.580661,03/08/2010,274470394,103,6,2926
80000000,954,en,Mission: Impossible,75.290998,22/05/1996,457696359,110,6.7,2631
75000000,70160,en,The Hunger Games,68.550698,12/03/2012,691210692,142,6.9,9455
80000000,45243,en,The Hangover Part II,58.040149,25/05/2011,254455986,102,6.2,3739
80000000,364,en,Batman Returns,59.113174,19/06/1992,280000000,126,6.6,1673
80000000,7518,en,Over the Hedge,36.32705,22/04/2006,343397247,83,6.3,1074
80000000,11544,en,Lilo & Stitch,55.659988,21/06/2002,145771527,85,7.1,1314
85000000,9986,en,Charlotte's Web,14.132583,15/12/2006,144000000,97,5.8,288
75000000,8656,en,Deep Impact,34.070054,08/05/1998,140464664,120,5.9,855
84000000,146216,en,RED 2,44.34333,18/07/2013,0,116,6.4,1526
82000000,9291,en,The Longest Yard,26.065735,19/05/2005,190320568,113,6.2,785
75000000,55301,en,Alvin and the Chipmunks: Chipwrecked,23.473004,14/12/2011,342695435,87,5.4,484
80000000,109418,en,Grown Ups 2,45.589568,11/07/2013,246984278,100,5.8,1155
80000000,11665,en,Get Smart,23.496054,19/06/2008,230685453,110,6,1051
80000000,6964,en,Something's Gotta Give,16.939441,12/12/2003,266728738,128,6.3,410
80000000,11324,en,Shutter Island,81.914696,18/02/2010,294804195,138,7.8,6336
80000000,12193,en,Four Christmases,19.500893,26/11/2008,163733697,88,5.3,331
75000000,9928,en,Robots,29.558157,10/03/2005,260696994,91,6,1333
80000000,754,en,Face/Off,46.075037,27/06/1997,245676146,138,6.8,1583
80000000,10202,en,Bedtime Stories,23.531721,24/12/2008,212874442,99,5.9,901
80000000,4147,en,Road to Perdition,49.078546,12/07/2002,181001478,117,7.3,1077
80000000,50546,en,Just Go with It,37.02665,10/02/2011,214918407,117,6.3,1543
75000000,1701,en,Con Air,45.154631,01/06/1997,224012234,115,6.5,1270
80000000,13027,en,Eagle Eye,46.887983,25/09/2008,178066569,118,6.3,1018
79000000,2289,en,Cold Mountain,24.598479,24/12/2003,173013509,154,6.7,533
80000000,20504,en,The Book of Eli,32.363538,14/01/2010,157107755,118,6.6,2164
80000000,9574,en,Flubber,11.50396,26/11/1997,177977226,93,5.3,695
80000000,11618,en,The Haunting,19.375768,23/07/1999,91188905,113,5.2,369
80000000,2300,en,Space Jam,36.125715,15/11/1996,250200000,88,6.5,1288
0,12096,en,The Pink Panther,25.450534,18/01/2006,0,93,5.6,550
80000000,10200,en,The Day the Earth Stood Still,41.890722,10/12/2008,233093859,104,5.2,1043
75000000,8834,en,Conspiracy Theory,22.179658,07/08/1997,136982834,135,6.5,431
68000000,228150,en,Fury,139.575085,15/10/2014,211817906,135,7.4,3946
70000000,6068,en,Six Days Seven Nights,18.264635,12/06/1998,164000000,98,5.6,332
80000000,41515,en,Yogi Bear,11.187696,11/12/2010,201584141,80,5.2,220
80000000,9023,en,Spirit: Stallion of the Cimarron,41.670544,24/05/2002,122563539,83,7.4,831
80000000,38317,en,Zookeeper,27.46264,06/07/2011,169852759,102,5.3,498
80000000,2157,en,Lost in Space,17.455024,03/04/1998,136159423,130,5,388
80000000,14462,en,The Manchurian Candidate,21.394281,30/07/2004,96105964,129,6.2,393
0,161795,en,Déjà Vu,0.605645,22/04/1998,0,117,8,1
80000000,159824,en,Hotel Transylvania 2,61.692197,21/09/2015,473226958,89,6.7,1497
80000000,49948,en,Fantasia 2000,14.530946,17/12/1999,90874570,74,7,292
80000000,2135,en,The Time Machine,25.978555,04/03/2002,123729176,96,5.8,631
90000000,9822,en,Mighty Joe Young,6.643778,25/12/1998,0,114,5.9,208
102000000,9705,en,Swordfish,36.788745,07/06/2001,147080413,99,6.1,932
75000000,1656,en,The Legend of Zorro,31.054334,24/10/2005,142400065,129,5.9,893
85000000,12159,en,What Dreams May Come,21.891078,02/10/1998,71485043,113,6.8,577
85000000,9678,en,Little Nicky,18.335992,10/11/2000,0,90,5.2,438
88000000,4442,en,The Brothers Grimm,40.138009,26/08/2005,105316267,118,5.6,818
70000000,75,en,Mars Attacks!,44.090535,12/12/1996,101371017,106,6.1,1509
0,330770,fr,Évolution,3.300061,14/09/2015,0,81,6.4,47
0,9433,en,The Edge,20.632673,06/09/1997,43312294,117,6.7,349
80000000,19959,en,Surrogates,36.664991,24/09/2009,122444772,89,5.9,1195
80000000,11973,en,Thirteen Days,18.26121,24/12/2000,34566746,145,6.9,189
80000000,11228,en,Daylight,16.681269,06/12/1996,159212469,115,5.8,378
80000000,77951,en,Walking With Dinosaurs,10.088006,18/12/2013,126546518,87,5.2,133
44000000,5491,en,Battlefield Earth,7.89147,10/05/2000,21400000,118,3,255
80000000,10715,en,Looney Tunes: Back in Action,16.715631,14/11/2003,68514844,90,5.6,297
80000000,10197,en,Nine,9.357734,03/12/2009,53825515,112,5.1,165
80000000,9562,en,Timeline,11.22268,26/11/2003,19480739,116,5.4,318
80000000,9922,en,The Postman,14.564667,25/12/1997,17626234,177,6.1,299
90000000,9447,en,Babe: Pig in the City,11.356079,25/11/1998,69131860,92,5.2,305
90000000,274854,en,The Last Witch Hunter,52.612025,21/10/2015,146936910,106,5.7,1316
80000000,8870,en,Red Planet,13.800656,10/11/2000,33463969,106,5.4,267
86000000,9992,en,Arthur et les Minimoys,27.097932,13/12/2006,107944236,94,6,639
0,36970,en,Oceans,10.706613,17/10/2009,19406406,84,7.3,111
80000000,10077,en,A Sound of Thunder,7.342892,15/05/2005,5989640,110,4.8,111
130000000,76649,en,Pompeii,50.561849,18/02/2014,117831631,105,5.2,1267
8000000,293644,es,Don Gato: El inicio de la pandilla,0.719996,30/10/2015,0,89,5.3,9
60000000,453,en,A Beautiful Mind,59.248437,11/12/2001,313542341,135,7.7,3009
45000000,8587,en,The Lion King,90.457886,23/06/1994,788241776,89,8,5376
79000000,72545,en,Journey 2: The Mysterious Island,40.723459,19/01/2012,355692760,94,5.8,1030
78000000,109451,en,Cloudy with a Chance of Meatballs 2,41.247402,26/09/2013,248384621,95,6.4,915
78000000,9533,en,Red Dragon,10.083905,29/09/2002,209196298,124,6.7,1115
100000000,2023,en,Hidalgo,16.759252,05/03/2004,108103450,136,6.5,318
79000000,71880,en,Jack and Jill,22.132418,11/11/2011,149673788,91,4.1,604
76000000,584,en,2 Fast 2 Furious,10.520961,05/06/2003,236350661,107,6.2,2028
64000000,309809,en,The Little Prince,35.384423,29/07/2015,97571250,92,7.6,756
80000000,4858,en,The Invasion,15.673154,17/08/2007,15071514,99,5.7,359
76000000,17711,en,The Adventures of Rocky & Bullwinkle,8.981427,30/06/2000,35134820,88,3.9,87
75000000,328111,en,The Secret Life of Pets,31.482872,18/06/2016,875958308,87,5.9,3462
78000000,8698,en,The League of Extraordinary Gentlemen,47.436675,11/07/2003,179265204,110,5.7,1155
76000000,93456,en,Despicable Me 2,136.886704,25/06/2013,970761885,98,7,4637
75000000,602,en,Independence Day,60.442593,25/06/1996,816969268,145,6.7,3260
73000000,330,en,The Lost World: Jurassic Park,2.502487,23/05/1997,229074524,129,6.2,2487
75000000,953,en,Madagascar,48.110909,25/05/2005,532680671,86,6.6,3237
76000000,9693,en,Children of Men,35.387874,22/09/2006,69959751,109,7.4,2071
75000000,36657,en,X-Men,4.66891,13/07/2000,296339527,104,6.8,4097
75000000,8909,en,Wanted,73.82289,19/06/2008,258270008,110,6.4,2528
75000000,9802,en,The Rock,51.469576,06/06/1996,335062621,136,6.9,1456
80000000,950,en,Ice Age: The Meltdown,85.115058,23/03/2006,660940780,91,6.5,2951
75000000,1824,en,50 First Dates,61.437586,13/02/2004,196482882,99,6.6,2105
50000000,2976,en,Hairspray,31.160542,13/07/2007,90450008,117,6.5,709
80000000,11026,en,Exorcist: The Beginning,15.761384,20/08/2004,78000586,114,4.7,183
75000000,332,en,Inspector Gadget,17.561955,23/07/1999,0,78,4.3,318
75000000,75656,en,Now You See Me,71.124686,29/05/2013,117698894,115,7.3,5487
80000000,38365,en,Grown Ups,38.864027,24/06/2010,271430189,102,6,1705
60000000,594,en,The Terminal,57.753914,17/06/2004,219417255,128,7,1910
35000000,15189,en,Hotel for Dogs,13.25753,16/01/2009,73034460,100,5.7,202
75000000,11678,en,Vertical Limit,13.318744,08/12/2000,215663859,124,5.9,283
75000000,6538,en,Charlie Wilson's War,18.70031,19/12/2007,119000410,102,6.5,338
75000000,10555,en,Shark Tale,47.094369,20/09/2004,367275019,90,5.8,1557
70000000,1125,en,Dreamgirls,14.486311,25/12/2006,154937680,134,6.6,284
53000000,4551,en,Be Cool,18.61472,04/03/2005,95226116,118,5.4,292
70000000,612,en,Munich,29.035222,22/12/2005,130358911,164,6.9,696
70000000,9567,en,Tears of the Sun,27.055085,07/03/2003,85632458,121,6.4,573
75000000,37821,en,Killers,23.004607,04/06/2010,98159963,100,5.7,772
75000000,203801,en,The Man from U.N.C.L.E.,48.744209,13/08/2015,108145109,116,7.1,2265
80000000,2539,en,Spanglish,14.209329,17/12/2004,55041367,130,5.8,369
75000000,9297,en,Monster House,36.368839,21/07/2006,140175006,91,6.3,874
75000000,3172,en,Bandits,24.353302,12/10/2001,67631903,123,6.2,302
55000000,6520,en,First Knight,19.143321,07/07/1995,127600435,134,5.9,311
75000000,1439,en,Anna and the King,13.327372,16/12/1999,0,148,6.4,197
75000000,37958,en,Immortals,37.917002,10/11/2011,226904017,110,5.7,880
52000000,2026,en,Hostage,23.663713,09/03/2005,77944725,113,6.2,512
75000000,7450,en,Titan A.E.,14.44381,16/06/2000,36754634,94,6.3,313
75000000,11375,en,Hollywood Homicide,10.605084,09/06/2003,51142659,116,5,166
75000000,9425,en,Soldier,11.873856,23/10/1998,14567883,99,6.1,221
0,25769,en,Carriers,12.708963,04/09/2009,5802422,84,5.8,282
75000000,23685,en,Monkeybone,8.098369,23/02/2001,5409517,93,4.3,78
45000000,11866,en,Flight of the Phoenix,20.374308,17/12/2004,21009180,113,5.7,276
75000000,9741,en,Unbreakable,42.006908,13/11/2000,248118121,106,6.9,1946
74000000,211672,en,Minions,875.581305,17/06/2015,1156730962,91,6.4,4571
82000000,23629,en,Sucker Punch,39.127082,24/03/2011,89792502,110,5.9,1623
73000000,8688,en,Snake Eyes,20.790703,07/08/1998,103891409,98,5.8,327
75000000,10153,en,Sphere,18.65988,13/02/1998,13100000,134,5.8,476
73000000,153518,en,The Angry Birds Movie,45.720894,11/05/2016,349779543,97,5.9,1022
70000000,8676,en,Fool's Gold,21.789615,07/02/2008,111231041,112,5.4,444
75000000,20829,en,Funny People,20.199057,31/07/2009,61458982,146,5.7,390
70000000,4349,en,The Kingdom,26.123705,22/08/2007,86658558,110,6.5,513
72500000,9718,en,Talladega Nights: The Ballad of Ricky Bobby,12.599836,04/08/2006,162966177,116,6.2,491
70000000,10808,en,Dr. Dolittle 2,13.543053,22/06/2001,176104344,87,4.9,410
72000000,197,en,Braveheart,60.722162,24/05/1995,210000000,177,7.7,3336
72000000,25,en,Jarhead,32.227223,04/11/2005,96889998,125,6.6,765
75000000,35,en,The Simpsons Movie,46.875375,25/07/2007,527068851,87,6.9,2264
72000000,11086,en,The Majestic,11.215702,21/12/2001,37317558,152,6.6,188
94000000,10477,en,Driven,8.468586,27/04/2001,54744738,116,4.5,179
74500000,1997,en,Deux frères,8.884318,07/04/2004,62172050,109,6.9,180
60000000,6947,en,The Village,27.491891,30/07/2004,256697520,108,6.2,1071
71000000,3050,en,Doctor Dolittle,21.462935,22/06/1998,294456605,85,5.4,686
72000000,2675,en,Signs,28.848187,02/08/2002,408247917,106,6.4,1599
150000000,809,en,Shrek 2,47.320801,19/05/2004,919838758,93,6.7,2988
120000000,920,en,Cars,82.643036,08/06/2006,461983149,117,6.6,3877
70000000,4806,en,Runaway Bride,20.230535,30/07/1999,309457509,116,5.7,455
70000000,7451,en,xXx,46.217769,09/08/2002,277448382,124,5.8,1424
74000000,228165,en,The SpongeBob Movie: Sponge Out of Water,36.952268,05/02/2015,311594032,93,5.8,719
